Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
685-64-1609,A,Yangon,Member,Female,Fashion accessories,30.80045380523082,10.594852043213857,15.07,316.47,2/10/2019,12:28,Ewallet,301.4,4.723109711687999,16.26157311270765,9.2
568-90-5112,C,Naypyitaw,Normal,Male,Health and beauty,66.17543811927138,4.12676146772674,13.228,277.788,3/19/2019,12:46,Credit card,264.56,4.626474538497712,13.668394638536997,5.6
262-47-2794,B,Mandalay,Member,Male,Home and lifestyle,65.41385261296485,8.560930766550786,28.744,603.624,3/6/2019,15:07,Credit card,574.88,4.756392807000176,30.396130539393813,6.2
238-49-0436,A,Yangon,Normal,Male,Health and beauty,31.022972845824082,8.587670721535684,12.984,272.664,3/27/2019,13:48,Credit card,259.68,5.074523097660746,12.865444194622087,4.9
608-96-3517,B,Mandalay,Member,Female,Fashion accessories,99.0145318402775,4.166690381372028,18.308,384.468,3/23/2019,19:20,Credit card,366.16,4.604960045207217,18.784913218760668,4.8
584-86-7256,C,Naypyitaw,Member,Male,Sports and travel,32.75985178829011,7.471818659709141,12.096,254.016,3/11/2019,16:07,Credit card,241.92,4.451201517361161,11.487289626271568,7.3
746-94-0204,A,Yangon,Normal,Male,Fashion accessories,77.32820983057468,9.35544863100471,37.458,786.618,1/29/2019,11:56,Credit card,749.16,4.963822876604782,38.99723035615176,7.4
214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,16.44523629787485,6.216168926112361,4.944,103.824,2/7/2019,18:23,Ewallet,98.88,5.072360202680573,4.8724121987658595,9.9
400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,88.83462345386707,8.189778205144295,32.388,680.148,1/28/2019,13:05,Cash,647.76,4.381559503443378,32.015832826764,9.3
782-95-9291,A,Yangon,Member,Male,Food and beverages,87.52885620155928,5.252716639557641,23.0725,484.5225,2/20/2019,15:55,Credit card,461.45,4.514165821762612,23.761547866760022,9.0
279-74-2924,B,Mandalay,Member,Male,Electronic accessories,74.65460449125645,0.9317210210586148,3.6085,75.7785,1/4/2019,19:40,Cash,72.17,4.420925704622698,3.9233637245141244,6.1
307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,52.91084685174558,5.380870759198928,12.57,263.97,3/7/2019,13:58,Ewallet,251.4,4.617087058742024,11.473911955374072,9.7
743-04-1105,B,Mandalay,Member,Male,Health and beauty,92.11862440538822,9.669318349941417,43.749,918.729,3/30/2019,14:43,Ewallet,874.98,4.714619980004209,46.59043837813885,6.0
423-57-2993,B,Mandalay,Normal,Male,Sports and travel,97.65262495937232,5.435096739641471,28.017,588.357,3/27/2019,19:18,Ewallet,560.34,4.998882225779317,26.853639520883682,10.0
894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,42.03817513416347,8.52130680090362,17.272,362.712,1/19/2019,19:39,Credit card,345.44,4.905854842842569,17.07827536364683,8.3
275-28-0149,A,Yangon,Normal,Male,Sports and travel,65.37531167010101,0.925773973494689,3.1845,66.8745,2/25/2019,16:21,Cash,63.69,4.877074826267476,2.880006599096803,6.0
101-17-6199,A,Yangon,Normal,Male,Food and beverages,47.01286509114827,6.769166395962799,16.0265,336.5565,3/13/2019,19:44,Credit card,320.53,4.621309473054002,15.388792993282323,7.0
423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.94663717266232,2.097403302516643,7.64,160.44,1/30/2019,19:42,Ewallet,152.8,5.087092907801513,7.644020538738839,6.5
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,36.63051236503418,9.321519792096616,19.95,418.95,2/20/2019,15:24,Credit card,399.0,4.734559207140562,18.17914254861628,5.9
505-02-0892,B,Mandalay,Member,Male,Health and beauty,45.424765447446774,8.5087472385905,17.028,357.588,2/25/2019,14:12,Ewallet,340.56,5.2181951791664165,16.997675615987305,5.6
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,92.1540317219997,10.664268355915484,47.79,1003.59,1/16/2019,13:32,Cash,955.8,4.889659179427067,51.87232339062885,4.8
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,92.77432043187552,10.014935467521672,49.49,1039.29,2/8/2019,16:20,Credit card,989.8,4.405966420625742,45.584182072831055,8.7
796-32-9050,A,Yangon,Normal,Male,Food and beverages,46.570189851785656,5.4076630460602,15.384,323.064,1/19/2019,16:31,Cash,307.68,4.929692916360913,16.19763123214271,6.5
105-31-1824,A,Yangon,Member,Male,Sports and travel,70.78377548208931,6.701853386444878,24.332,510.972,2/1/2019,15:10,Credit card,486.64,4.595337157645906,23.89242321414893,8.5
249-42-3782,A,Yangon,Normal,Male,Health and beauty,72.49625619451564,5.116926918375742,17.5025,367.5525,1/3/2019,11:36,Ewallet,350.05,4.939359235037928,18.045685587692446,5.5
316-55-4634,B,Mandalay,Member,Male,Food and beverages,72.31057114113497,5.481186178027423,20.0125,420.2625,1/26/2019,12:45,Credit card,400.25,4.352039188813142,19.05284698343588,9.4
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.900428053108005,8.21090164322667,8.34,175.14,3/3/2019,19:17,Cash,166.8,4.452268035494721,7.772033093918986,6.3
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,49.996872310043784,5.711764297276992,15.867,333.207,1/19/2019,17:34,Credit card,317.34,5.100702151440858,14.789512060128311,9.8
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,20.364593904440603,8.214409124959378,7.916,166.236,1/18/2019,12:04,Ewallet,158.32,4.5020757686838655,7.236002848342227,8.7
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,31.636111991505786,9.07197368348854,15.228,319.788,3/21/2019,16:21,Ewallet,304.56,5.08289630985684,14.270605604447226,8.8
175-54-2529,A,Yangon,Member,Male,Food and beverages,23.016617930746335,8.44775263224183,8.868,186.228,3/3/2019,17:01,Credit card,177.36,4.551691512904759,9.159259501216434,9.6
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.00008252904502,6.449772894357742,7.8785,165.4485,2/13/2019,10:50,Credit card,157.57,4.897982771582443,8.479929897081815,4.8
407-63-8975,A,Yangon,Normal,Male,Food and beverages,80.33312231357398,6.313233483002434,22.164,465.444,3/23/2019,19:16,Ewallet,443.28,4.9468100701083,23.556456339088506,4.4
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,80.50736359037444,3.0247599472056663,13.02,273.42,1/28/2019,16:47,Ewallet,260.4,4.773956907852673,13.502089742913157,9.9
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,62.21738474369793,7.648188805402593,22.491,472.311,2/9/2019,10:00,Cash,449.82,4.576486358850322,20.738644607995823,5.7
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,35.49606527242509,7.746995465661898,15.388,323.148,1/23/2019,11:51,Cash,307.76,4.488232739490809,14.739203284720414,7.7
851-28-6367,A,Yangon,Member,Male,Sports and travel,16.816550216663543,10.265243786267897,7.75,162.75,3/23/2019,10:55,Ewallet,155.0,4.317323194907705,7.455200656749827,8.0
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,36.899302642900295,8.691244968816028,13.724,288.204,1/25/2019,15:00,Ewallet,274.48,4.575187048892193,13.037681826472191,5.7
586-25-0848,A,Yangon,Normal,Female,Sports and travel,11.742599937201003,6.443513619186951,4.319,90.699,3/4/2019,11:19,Credit card,86.38,4.907774086318425,4.331961888857259,6.7
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.65850231045959,3.2623370923418706,2.712,56.952,3/5/2019,19:46,Ewallet,54.24,5.179337922435475,2.731284389190735,8.0
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,100.48486513940257,8.300617155681302,37.796,793.716,3/3/2019,19:00,Ewallet,755.92,5.115432840352835,36.71417246351346,7.5
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.9830363430054,3.6542696472841376,9.294,195.174,2/8/2019,10:53,Cash,185.88,5.015299787276785,9.022223288259287,7.0
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.50924366776587,0.9601927133893633,3.7035,77.7735,2/10/2019,12:50,Ewallet,74.07,5.036616517484827,3.9468611313690345,9.9
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,66.20574168555211,4.166537670916226,13.962,293.202,1/28/2019,20:50,Credit card,279.24,4.919033241504091,14.76982134964789,5.9
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,70.7705274463533,2.740410360881263,11.556,242.676,2/11/2019,10:39,Credit card,231.12,4.533606531105914,11.111777726180538,7.2
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,79.36066050494571,2.032868184070509,7.352,154.392,1/15/2019,13:41,Ewallet,147.04,5.149709553156166,7.960434527871241,4.6
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,94.83134108378808,8.722589502515323,39.51,829.71,3/16/2019,19:08,Cash,790.2,4.924506963818333,43.0881442643538,9.2
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,26.2301484466664,4.096732414213982,5.11,107.31,1/26/2019,20:23,Ewallet,102.2,4.819467267696808,4.932930877954702,5.7
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,31.6569328930406,4.5457420338125125,8.1775,171.7275,3/19/2019,11:30,Credit card,163.55,4.391418542195906,7.939412003751041,9.9
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,72.04955585959492,1.0743073612304752,3.7145,78.0045,1/13/2019,19:30,Cash,74.29,4.7114814703860635,3.7186856125771732,5.0
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,45.6748526333259,2.1893955876709588,4.37,91.77,3/26/2019,18:03,Cash,87.4,4.7241507345725084,4.755539590154431,4.9
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,27.298583694840133,1.0937755710571384,1.2645,26.5545,3/23/2019,10:13,Ewallet,25.29,5.109108199647583,1.3596711846416905,6.1
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,44.71281732140047,4.19972146539434,8.3,174.3,3/12/2019,19:58,Credit card,166.0,4.806331638370211,7.640262817888759,8.2
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,75.38606304375516,4.630086240130632,17.8475,374.7975,2/17/2019,19:57,Credit card,356.95,4.648000522921922,17.46460238810732,5.5
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,19.69398120477092,6.309915835114827,5.745,120.645,1/29/2019,10:01,Credit card,114.9,5.216000312971615,5.806323497022488,6.8
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,52.70844131751307,3.619669533167041,11.498,241.458,3/15/2019,11:57,Cash,229.96,4.39116246992241,11.50520343387952,6.6
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,57.25412386651004,6.3309729721405965,21.4935,451.3635,1/14/2019,10:02,Cash,429.87,4.688141360390853,20.177509170140322,9.8
875-46-5808,B,Mandalay,Member,Male,Health and beauty,27.96451069657027,9.647220438299083,12.95,271.95,2/6/2019,14:51,Ewallet,259.0,4.325737785964044,13.879335437325519,8.7
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,18.14824887803018,4.988643190404666,4.4425,93.2925,2/15/2019,12:42,Credit card,88.85,4.990384877020694,4.59971188569269,5.4
749-24-1565,A,Yangon,Normal,Female,Health and beauty,20.769361619746196,9.486733352054028,10.3635,217.6335,1/3/2019,12:02,Ewallet,207.27,5.1600729069595355,11.063882688555333,7.9
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,61.33761566640421,9.32993167789171,29.9925,629.8425,1/4/2019,18:19,Credit card,599.85,4.552416504424848,32.14454752967781,9.7
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,29.462941094530567,9.891805412753497,14.265,299.565,3/18/2019,17:38,Ewallet,285.3,5.10318254943456,14.973559250508355,7.8
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,27.36374406028193,2.8641759997689995,4.5555,95.6655,3/28/2019,13:41,Ewallet,91.11,4.564017362435945,4.5001147787986175,5.1
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,92.96447739357343,9.89482410028388,44.8785,942.4485,3/2/2019,19:42,Credit card,897.57,5.153114439763934,45.87073450899195,6.5
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.485657459017112,8.86712634402475,11.8035,247.8735,1/25/2019,20:24,Ewallet,236.07,5.003773241620823,11.001724614226877,5.9
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,96.83922922736411,8.912496643793416,41.967,881.307,1/16/2019,18:08,Cash,839.34,5.052292168521464,43.42447544703389,8.8
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,95.16702838553203,4.663623821191669,23.09,484.89,3/20/2019,19:17,Ewallet,461.8,4.302863386372205,21.608791535004,4.9
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,43.86011626903184,3.1768857292499577,6.963,146.223,1/4/2019,13:24,Credit card,139.26,5.202676530650745,7.2330941997444445,4.4
891-58-8335,B,Mandalay,Member,Female,Sports and travel,30.866525348820108,7.271155116094084,10.3635,217.6335,3/11/2019,15:53,Cash,207.27,4.977781897309388,9.803038107794752,6.5
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,17.3193826638883,0.9441539225577521,0.914,19.194,3/22/2019,15:05,Credit card,18.28,4.575953424268789,0.8440883776674603,8.3
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,23.90503010468101,4.5823810456158425,6.1925,130.0425,3/24/2019,18:27,Cash,123.85,5.075613966633748,5.777954841042053,8.5
319-74-2561,A,Yangon,Member,Female,Electronic accessories,99.30558931607396,3.108299581244828,14.196,298.116,2/21/2019,16:55,Cash,283.92,4.5538297128672,12.782056070313985,5.5
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,97.70913462652186,8.247217942849817,37.948,796.908,2/12/2019,12:58,Ewallet,758.96,5.116908418736746,39.60814620366116,8.7
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,61.34489407154724,2.8639557161989257,8.601,180.621,3/10/2019,18:59,Credit card,172.02,4.3929337052420845,9.000776284590225,7.9
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,46.779548933164115,6.541036274700493,13.605,285.705,1/31/2019,13:44,Ewallet,272.1,4.955891407204638,13.64563364511398,6.1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.928119619013216,6.51148104849326,21.728,456.288,3/6/2019,13:46,Ewallet,434.56,4.800665215948309,20.256418188266277,5.4
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,10.850259801609955,4.932334801042602,2.9525,62.0025,2/17/2019,18:06,Cash,59.05,4.377651876464164,2.7065888363000625,9.4
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.20823123407306,1.0887231840335199,0.627,13.167,2/21/2019,12:38,Cash,12.54,4.516089360336835,0.5666987723912358,8.2
213-72-6612,A,Yangon,Normal,Male,Food and beverages,41.21900048044692,1.967890926770449,4.325,90.825,3/20/2019,15:56,Cash,86.5,4.297527653683393,4.035872173074916,6.2
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,82.69722746338418,2.055410379065634,8.716,183.036,1/11/2019,14:29,Credit card,174.32,4.732159967203697,9.397339368582621,9.7
836-82-5858,B,Mandalay,Member,Male,Health and beauty,75.93254843663543,8.81566991633303,31.2165,655.5465,1/26/2019,19:14,Ewallet,624.33,4.572633581767644,29.60283696379611,4.0
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,36.26764033523003,3.819372161878936,7.412,155.652,1/31/2019,16:24,Ewallet,148.24,4.855578556571168,7.1959718154668,9.7
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,97.81172451091284,6.580773177551794,27.21,571.41,2/26/2019,10:52,Cash,544.2,4.568797912194821,25.062290126547417,5.3
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,65.08336233214928,7.854934410104069,25.368,532.728,3/11/2019,12:55,Ewallet,507.36,4.571351534859984,23.959372315770317,7.4
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,86.1677591538368,2.157639681471654,8.137,170.877,1/26/2019,19:28,Cash,162.74,4.993517332225207,8.168286066487706,6.5
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.595585363196797,2.8379727635346517,1.5885,33.3585,3/12/2019,13:52,Credit card,31.77,4.331564605780302,1.6227330274194889,8.7
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,85.38336953164611,8.48358846724515,37.8405,794.6505,2/11/2019,10:54,Cash,756.81,5.145614281238139,35.9133008488413,8.0
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.7095312315417,3.624907266307609,14.764,310.044,2/21/2019,18:31,Cash,295.28,5.097394166188788,13.458071519759926,6.7
157-13-5295,A,Yangon,Member,Male,Health and beauty,48.77418415724608,10.30333365075177,25.97,545.37,3/9/2019,18:24,Ewallet,519.4,4.921718746028346,25.40402472224771,6.5
645-78-8093,A,Yangon,Normal,Female,Sports and travel,97.28383800309132,1.9474105374895045,9.314,195.594,1/20/2019,18:09,Ewallet,186.28,4.850687209723095,8.818874039361575,4.1
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,16.64664936601906,5.364358249839637,4.3525,91.4025,1/28/2019,15:16,Credit card,87.05,5.135526188807142,4.108371690171543,4.9
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,40.01305040711978,4.973209906691557,11.055,232.155,3/5/2019,17:07,Credit card,221.1,4.462219218688021,12.07175665679945,8.6
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.604628750378552,5.468193427914722,3.305,69.405,3/2/2019,19:26,Cash,66.1,4.3609230116975315,3.381874621196904,4.3
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,83.89801136720364,0.9371051031406242,4.4845,94.1745,1/11/2019,11:20,Ewallet,89.69,4.513819209527932,4.535514275681052,4.9
540-11-4336,A,Yangon,Normal,Male,Food and beverages,27.13700741875234,9.6635217023201,11.223,235.683,1/11/2019,16:49,Credit card,224.46,5.04245550362484,11.03394879736845,5.6
448-81-5016,A,Yangon,Normal,Male,Health and beauty,65.19626220948894,2.1106387411166967,5.977,125.517,3/11/2019,12:01,Credit card,119.54,4.318733587444931,5.892060056182395,5.8
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,100.93307223370917,2.108368737857621,9.32,195.72,2/28/2019,18:37,Credit card,186.4,4.840768414462044,9.396246927154182,6.0
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,61.023088514200715,4.27582658249351,12.53,263.13,1/5/2019,11:25,Cash,250.6,5.23375001552497,13.022253096432484,4.2
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,84.77318251871296,8.417638385508798,37.548,788.508,2/2/2019,18:42,Credit card,750.96,5.100662946613956,39.06603632388707,8.3
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,51.666736078709974,8.201952514610264,19.036,399.756,1/1/2019,14:47,Cash,380.72,4.782329227756208,17.786073045416188,5.7
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,80.23083793460589,2.7787469266094327,12.21,256.41,2/9/2019,19:43,Cash,244.2,4.346324675598015,12.210275340571124,4.8
604-70-6476,A,Yangon,Member,Male,Fashion accessories,19.61435749072869,4.532526179491252,4.485,94.185,1/23/2019,14:04,Ewallet,89.7,5.0774985852307974,4.406026411245589,6.8
799-71-1548,A,Yangon,Member,Male,Electronic accessories,84.92650892387535,4.336678278252549,15.544,326.424,1/7/2019,16:11,Credit card,310.88,4.856170007884943,16.69589423273826,8.8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,78.21817416328906,7.163310440329033,25.571,536.991,1/14/2019,19:06,Credit card,511.42,4.395174283001777,26.24310264689502,4.2
845-51-0542,B,Mandalay,Member,Male,Food and beverages,44.63631918516784,9.533767123757118,20.9475,439.8975,2/2/2019,15:34,Ewallet,418.95,4.375102176109746,21.083675786249756,6.4
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,34.381317813900345,9.9630447030251,17.595,369.495,3/17/2019,19:06,Credit card,351.9,5.152025542423605,16.24157374582761,8.4
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,15.400571340625515,1.8469232755849578,1.439,30.219,3/2/2019,19:44,Credit card,28.78,4.923047869563298,1.4694025845472778,7.2
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,22.88037952449232,3.70014863376204,4.75,99.75,3/16/2019,11:22,Cash,95.0,5.075511237546039,4.386343710396222,5.2
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,55.00662455596217,8.296904459566354,23.56,494.76,1/6/2019,11:23,Cash,471.2,5.1228370479903305,22.792917384065824,8.9
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.99057143627827,3.94424471591957,6.524,137.004,1/29/2019,14:12,Cash,130.48,4.8302593829997695,6.0579801956897406,9.0
366-93-0948,A,Yangon,Member,Male,Electronic accessories,72.13777385311356,0.9401049453400674,3.3175,69.6675,1/31/2019,10:46,Credit card,66.35,4.778520335100372,3.4449408648006687,9.7
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,26.92582640636971,5.989913456089724,7.773,163.233,2/5/2019,10:16,Ewallet,155.46,4.69564515278057,7.316339536169682,8.7
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.70189454707641,3.651367149660107,6.45,135.45,2/13/2019,12:38,Ewallet,129.0,4.587568178940437,6.3104985914125535,6.5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,60.62756359984889,4.065577121531519,13.188,276.948,2/7/2019,13:05,Credit card,263.76,4.699615200911813,14.231631793447292,6.9
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,76.78648848720793,8.584188127983175,33.777,709.317,3/19/2019,13:25,Ewallet,675.54,5.022742529367271,31.779538896413406,6.2
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,18.062277166843025,4.23804728050975,3.29,69.09,3/7/2019,14:53,Ewallet,65.8,4.8589746963020675,3.295135732084877,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,35.54304355671177,3.848289567138859,7.66,160.86,3/13/2019,19:22,Cash,153.2,5.135736466726378,7.536324184906346,5.7
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.3215302937139,9.910440298163602,11.12,233.52,2/9/2019,11:00,Cash,222.4,4.707980966169576,10.048307867285702,4.2
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,58.55959275329544,0.9023241079816201,2.7225,57.1725,2/26/2019,19:24,Ewallet,54.45,4.863894836972282,2.8819067928403967,7.9
253-12-6086,A,Yangon,Member,Female,Sports and travel,103.13832639740275,6.401425642912383,34.44,723.24,3/12/2019,12:43,Credit card,688.8,4.886959574471062,31.47158820269496,8.7
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,36.86762966662043,3.9139948451253477,7.094,148.974,3/14/2019,17:22,Credit card,141.88,4.849235392769676,7.057473023762102,6.9
571-94-0759,B,Mandalay,Member,Female,Food and beverages,77.62106253308767,9.959877669434247,37.3,783.3,1/8/2019,20:55,Cash,746.0,4.95488930779959,37.75266008024456,9.5
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,68.75208080745709,4.080016438495443,14.148,297.108,1/5/2019,16:05,Credit card,282.96,4.511841398542433,14.511395501636635,4.4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,34.07285082903202,9.583325157418606,17.77,373.17,1/4/2019,13:34,Ewallet,355.4,4.773679788234322,18.440396810560188,7.0
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,71.60204454278325,5.194981886126542,16.8575,354.0075,3/6/2019,18:13,Ewallet,337.15,4.384976002762317,16.025657841046836,6.3
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,22.42991897912486,2.1440489588756817,2.112,44.352,1/3/2019,19:17,Cash,42.24,4.651915550230956,1.905015035260529,9.7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,23.121347548443087,9.50373178000803,9.693,203.553,1/7/2019,11:44,Credit card,193.86,4.750159113067636,10.126167883841232,8.8
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,13.024256769450869,1.8158475301393429,1.203,25.263,1/27/2019,15:51,Cash,24.06,4.9068802472843025,1.2115789778030275,5.1
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.93619011808481,5.976608336709395,29.913,628.173,2/26/2019,16:52,Ewallet,598.26,5.190981954947824,31.923857771207686,7.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.98454733122899,6.4469022497854445,16.7895,352.5795,1/7/2019,20:52,Cash,335.79,4.8577629206193995,17.868689983784243,6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,23.121760161011007,9.484090031725055,10.91,229.11,1/7/2019,17:36,Cash,218.2,4.993898967887078,11.659137698113161,7.1
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,98.28191165496287,4.389330074613717,19.084,400.764,2/2/2019,13:23,Ewallet,381.68,4.767872437709837,19.027109298209908,6.4
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,73.85752572330486,9.284991085803027,35.495,745.395,3/20/2019,16:28,Cash,709.9,4.88962288712287,34.313927982045904,5.7
828-61-5674,A,Yangon,Member,Male,Sports and travel,46.62415866171544,9.997776306902713,22.01,462.21,3/20/2019,19:57,Credit card,440.2,4.353268777357326,23.29343920780721,9.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,75.41695474271138,8.189049174908991,27.984,587.664,2/15/2019,17:01,Credit card,559.68,4.5279919818447,27.711402891802138,6.4
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,35.80116416070136,1.0404929941088208,1.85,38.85,3/6/2019,13:29,Credit card,37.0,4.630336279335596,1.7328736126692708,7.9
490-29-1201,A,Yangon,Normal,Female,Sports and travel,14.958288498699348,1.0119297366973827,0.767,16.107,1/6/2019,11:09,Cash,15.34,4.735707957243775,0.8214530146007302,6.5
667-92-0055,A,Yangon,Member,Male,Health and beauty,91.72344341086279,5.41172501690302,29.949,628.929,3/4/2019,15:02,Ewallet,598.98,4.329189281517426,32.24045714989101,8.5
565-17-3836,A,Yangon,Member,Female,Health and beauty,48.41632286425752,3.8611690465951933,9.534,200.214,3/12/2019,14:21,Cash,190.68,4.419070569186779,9.469759443008076,9.1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,60.49132616335336,5.017711643384711,16.67,350.07,2/20/2019,18:01,Cash,333.4,4.5493469598922305,15.255382890850832,7.6
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.3449335274792,0.9175732998289666,3.743,78.603,3/24/2019,14:49,Cash,74.86,5.210983515248078,3.659026610911815,6.9
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.952562014860987,8.731128476176526,10.6875,224.4375,1/31/2019,12:02,Cash,213.75,4.601282863999693,11.336311747101314,9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,46.43902322814861,6.346484352307913,16.9785,356.5485,1/25/2019,13:30,Credit card,339.57,4.74480100782069,18.34280406873443,5.2
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,96.60365195255754,6.410009896017029,33.208,697.368,2/3/2019,14:38,Cash,664.16,4.4724740122212525,31.23858456657203,4.2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,36.51583201450874,9.793846552403192,20.15,423.15,1/24/2019,17:37,Credit card,403.0,4.86740959159808,18.404903656461844,7.0
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,25.273029411333127,6.485802055660285,9.7475,204.6975,3/14/2019,17:20,Ewallet,194.95,4.553031633915799,10.48314470838247,6.0
278-97-7759,A,Yangon,Member,Female,Electronic accessories,66.51121660600309,1.0135081696523116,3.124,65.604,2/18/2019,20:29,Cash,62.48,4.482850074792921,3.0549002058740014,4.7
