Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross margin %,Gross income,Rating
110-77-5358,B,Naypyitaw,Normal,Female,Sports and travel,55.1,3,10.41,208.27,2023-06-28,15:11,Credit card,197.86,3.68,10.4136,4.8
115-24-8526,A,Mandalay,Member,Male,Food and beverages,55.1,6,27.77,555.4,2023-01-22,20:14,Ewallet,527.63,7.37,27.77,4.8
461-47-5993,A,Mandalay,Member,Male,Food and beverages,55.1,1,4.63,92.58,2023-08-06,20:30,Ewallet,87.95,7.37,4.6290000000000004,4.8
890-17-2455,A,Naypyitaw,Member,Female,Health and beauty,55.1,7,33.41,668.22,2023-01-05,10:47,Cash,634.81,5.79,33.41085,4.8
593-56-2500,C,Mandalay,Normal,Female,Health and beauty,55.1,8,20.36,407.3,2023-11-08,10:03,Cash,386.93,5.79,20.364850000000004,4.8
374-83-8031,B,Yangon,Normal,Female,Food and beverages,55.1,8,55.54,1110.82,2023-07-15,20:00,Credit card,1055.28,7.37,55.541,4.8
987-40-8236,A,Mandalay,Member,Female,Electronic accessories,55.1,3,8.33,166.62,2023-04-27,8:18,Credit card,158.29,4.74,8.331,4.8
387-64-1780,A,Mandalay,Member,Female,Food and beverages,55.1,1,4.63,92.58,2023-07-09,20:12,Cash,87.95,7.37,4.6290000000000004,4.8
864-89-2465,A,Yangon,Member,Male,Fashion accessories,55.1,9,21.87,437.39,2023-04-04,18:34,Ewallet,415.52,3.16,21.8694,4.8
269-40-9955,C,Yangon,Member,Female,Food and beverages,55.1,6,41.66,833.12,2023-12-23,13:47,Credit card,791.46,7.37,41.656000000000006,4.8
193-88-7769,C,Naypyitaw,Normal,Male,Home and lifestyle,55.1,9,58.58,1171.57,2023-03-27,9:27,Ewallet,1113.0,6.84,58.57874999999999,4.8
179-61-2776,B,Naypyitaw,Member,Female,Home and lifestyle,55.1,7,45.56,911.2,2023-09-24,19:11,Cash,865.64,6.84,45.56025,4.8
370-95-6841,C,Yangon,Member,Male,Home and lifestyle,55.1,1,5.21,104.15,2023-04-22,10:03,Credit card,98.94,6.84,5.207250000000001,4.8
369-83-4449,A,Yangon,Member,Female,Electronic accessories,55.1,1,4.17,83.32,2023-02-26,16:55,Credit card,79.15,4.74,4.1658,4.8
453-69-8355,B,Naypyitaw,Member,Female,Electronic accessories,55.1,6,31.24,624.83,2023-04-06,20:17,Cash,593.59,4.74,31.241400000000006,4.8
479-18-5780,A,Mandalay,Member,Male,Food and beverages,55.1,5,23.14,462.84,2023-01-30,12:33,Credit card,439.7,7.37,23.142,4.8
683-99-4866,A,Yangon,Member,Male,Home and lifestyle,55.1,9,46.86,937.26,2023-06-28,18:45,Cash,890.4,6.84,46.863,4.8
785-55-8917,C,Naypyitaw,Member,Female,Electronic accessories,55.1,2,10.41,208.27,2023-02-16,9:35,Credit card,197.86,4.74,10.4136,4.8
889-72-5540,B,Mandalay,Normal,Female,Health and beauty,55.1,8,20.36,407.3,2023-11-28,9:31,Cash,386.93,5.79,20.364850000000004,4.8
261-28-2053,C,Yangon,Normal,Female,Food and beverages,55.1,5,34.71,694.28,2023-11-03,19:56,Credit card,659.57,7.37,34.714,4.8
838-18-4628,C,Mandalay,Normal,Female,Fashion accessories,55.1,2,3.24,64.8,2023-06-06,12:51,Ewallet,61.56,3.16,3.23995,4.8
379-21-1589,B,Naypyitaw,Normal,Female,Sports and travel,55.1,6,20.83,416.55,2023-10-11,19:25,Ewallet,395.72,3.68,20.827600000000004,4.8
830-14-9939,A,Yangon,Member,Male,Food and beverages,55.1,8,55.54,1110.82,2023-11-13,17:29,Ewallet,1055.28,7.37,55.541,4.8
749-91-3247,A,Mandalay,Normal,Male,Sports and travel,55.1,4,7.41,148.11,2023-09-04,11:40,Credit card,140.71,3.68,7.4056,4.8
726-42-4981,B,Yangon,Normal,Female,Home and lifestyle,55.1,2,10.41,208.27,2023-10-24,14:45,Credit card,197.86,6.84,10.41375,4.8
107-93-3670,A,Mandalay,Member,Male,Sports and travel,55.1,5,9.26,185.14,2023-06-23,12:52,Ewallet,175.88,3.68,9.2568,4.8
487-21-9384,B,Naypyitaw,Member,Male,Home and lifestyle,55.1,2,13.02,260.34,2023-11-13,9:18,Ewallet,247.32,6.84,13.017000000000003,4.8
980-25-8360,B,Naypyitaw,Normal,Male,Health and beauty,55.1,2,9.55,190.92,2023-11-03,13:35,Cash,181.37,5.79,9.545800000000002,4.8
108-24-8549,C,Yangon,Normal,Female,Sports and travel,55.1,6,16.66,333.25,2023-05-13,18:55,Cash,316.59,3.68,16.6624,4.8
233-95-3122,B,Mandalay,Member,Male,Food and beverages,55.1,9,41.66,833.12,2023-06-10,19:20,Cash,791.46,7.37,41.656000000000006,4.8
688-65-5909,C,Yangon,Normal,Female,Home and lifestyle,55.1,4,20.83,416.55,2023-09-05,18:45,Ewallet,395.72,6.84,20.8275,4.8
493-23-7117,A,Yangon,Member,Male,Food and beverages,55.1,6,41.66,833.12,2023-03-24,14:04,Ewallet,791.46,7.37,41.656000000000006,4.8
702-95-1285,A,Mandalay,Member,Female,Electronic accessories,55.1,7,19.44,388.78,2023-05-07,11:36,Ewallet,369.34,4.74,19.4388,4.8
213-65-3001,A,Mandalay,Member,Male,Home and lifestyle,55.1,6,20.83,416.55,2023-11-06,11:31,Cash,395.72,6.84,20.8275,4.8
643-75-7507,A,Mandalay,Member,Female,Sports and travel,55.1,8,14.81,296.22,2023-05-05,11:59,Credit card,281.41,3.68,14.8108,4.8
486-80-2707,C,Naypyitaw,Normal,Female,Home and lifestyle,55.1,4,26.03,520.69,2023-12-30,8:31,Ewallet,494.66,6.84,26.03475,4.8
974-69-8477,A,Yangon,Member,Male,Food and beverages,55.1,1,6.94,138.86,2023-11-02,10:49,Credit card,131.92,7.37,6.943000000000001,4.8
510-45-5164,B,Yangon,Member,Female,Health and beauty,55.1,7,26.73,534.58,2023-01-01,10:03,Credit card,507.85,5.79,26.728900000000007,4.8
590-94-8847,B,Naypyitaw,Normal,Female,Home and lifestyle,55.1,3,19.53,390.51,2023-06-12,14:37,Credit card,370.98,6.84,19.5255,4.8
555-95-6835,B,Mandalay,Member,Female,Sports and travel,55.1,6,11.11,222.16,2023-09-21,12:13,Cash,211.05,3.68,11.108,4.8
678-83-7832,C,Naypyitaw,Normal,Female,Electronic accessories,55.1,2,10.41,208.27,2023-11-02,12:13,Credit card,197.86,4.74,10.4136,4.8
380-23-1337,A,Naypyitaw,Normal,Female,Fashion accessories,55.1,9,27.34,546.73,2023-08-14,11:40,Ewallet,519.4,3.16,27.336749999999995,4.8
149-87-3786,A,Naypyitaw,Normal,Female,Health and beauty,55.1,1,4.77,95.47,2023-03-18,15:22,Cash,90.7,5.79,4.77345,4.8
439-71-1371,A,Yangon,Member,Female,Electronic accessories,55.1,6,24.99,499.87,2023-12-05,19:59,Ewallet,474.88,4.74,24.9936,4.8
811-53-1643,C,Naypyitaw,Normal,Female,Home and lifestyle,55.1,6,39.05,781.04,2023-12-08,16:58,Ewallet,741.98,6.84,39.051750000000006,4.8
409-92-4782,B,Yangon,Normal,Male,Food and beverages,55.1,5,34.71,694.28,2023-10-21,18:41,Cash,659.57,7.37,34.714,4.8
990-91-4915,B,Yangon,Member,Male,Food and beverages,55.1,5,34.71,694.28,2023-11-14,16:16,Ewallet,659.57,7.37,34.714,4.8
163-69-3998,A,Yangon,Normal,Female,Sports and travel,55.1,1,2.78,55.54,2023-09-21,20:46,Ewallet,52.77,3.68,2.7772000000000006,4.8
445-95-8117,B,Mandalay,Normal,Female,Food and beverages,55.1,5,23.14,462.84,2023-09-23,11:05,Cash,439.7,7.37,23.142,4.8
717-41-1387,B,Yangon,Normal,Male,Health and beauty,55.1,2,7.64,152.74,2023-11-11,14:36,Ewallet,145.1,5.79,7.636750000000001,4.8
590-99-8581,C,Yangon,Normal,Male,Food and beverages,55.1,7,48.6,971.96,2023-10-25,10:24,Credit card,923.36,7.37,48.598000000000006,4.8
906-37-4415,C,Mandalay,Normal,Male,Sports and travel,55.1,3,5.55,111.08,2023-12-01,20:03,Ewallet,105.53,3.68,5.554,4.8
330-29-2175,C,Yangon,Member,Female,Fashion accessories,55.1,4,9.72,194.39,2023-10-02,18:29,Credit card,184.67,3.16,9.7195,4.8
707-89-3900,C,Naypyitaw,Normal,Male,Home and lifestyle,55.1,3,19.53,390.51,2023-04-16,16:39,Ewallet,370.98,6.84,19.5255,4.8
851-70-5090,A,Naypyitaw,Normal,Female,Home and lifestyle,55.1,3,19.53,390.51,2023-05-25,17:58,Cash,370.98,6.84,19.5255,4.8
758-90-7484,C,Yangon,Member,Female,Food and beverages,55.1,4,27.77,555.4,2023-12-07,9:18,Cash,527.63,7.37,27.77,4.8
732-93-2101,B,Mandalay,Member,Male,Electronic accessories,55.1,5,13.89,277.7,2023-05-15,18:41,Ewallet,263.82,4.74,13.885199999999998,4.8
529-64-4861,A,Naypyitaw,Member,Female,Home and lifestyle,55.1,1,6.51,130.18,2023-04-04,10:55,Cash,123.68,6.84,6.509250000000001,4.8
122-27-9723,B,Mandalay,Normal,Female,Fashion accessories,55.1,4,6.48,129.6,2023-06-09,10:22,Ewallet,123.12,3.16,6.4799,4.8
160-76-2296,B,Mandalay,Member,Female,Food and beverages,55.1,8,37.03,740.54,2023-07-10,17:27,Cash,703.51,7.37,37.027,4.8
141-14-2099,B,Naypyitaw,Normal,Female,Sports and travel,55.1,7,24.3,485.98,2023-12-22,18:34,Credit card,461.68,3.68,24.298800000000004,4.8
732-10-5696,C,Mandalay,Normal,Male,Fashion accessories,55.1,9,14.58,291.59,2023-02-23,12:17,Ewallet,277.01,3.16,14.5796,4.8
404-41-9719,C,Naypyitaw,Member,Male,Food and beverages,55.1,5,43.39,867.84,2023-11-10,16:05,Credit card,824.45,7.37,43.392,4.8
575-57-2339,A,Mandalay,Member,Female,Fashion accessories,55.1,4,6.48,129.6,2023-08-20,18:10,Credit card,123.12,3.16,6.4799,4.8
758-95-6943,A,Naypyitaw,Normal,Female,Home and lifestyle,55.1,8,52.07,1041.39,2023-04-23,11:43,Ewallet,989.32,6.84,52.0695,4.8
214-72-6519,C,Yangon,Member,Male,Sports and travel,55.1,9,24.99,499.87,2023-11-11,17:48,Credit card,474.88,3.68,24.993600000000004,4.8
953-18-2919,B,Naypyitaw,Normal,Female,Food and beverages,55.1,7,60.75,1214.94,2023-07-03,9:11,Ewallet,1154.19,7.37,60.74700000000001,4.8
768-43-1741,A,Naypyitaw,Member,Male,Health and beauty,55.1,7,33.41,668.22,2023-04-09,9:02,Credit card,634.81,5.79,33.41085,4.8
634-59-7756,C,Naypyitaw,Member,Female,Sports and travel,55.1,5,17.36,347.14,2023-11-11,10:20,Ewallet,329.78,3.68,17.356800000000003,4.8
340-95-9222,C,Naypyitaw,Member,Female,Health and beauty,55.1,4,19.09,381.84,2023-12-30,15:11,Ewallet,362.75,5.79,19.09215,4.8
455-63-5317,C,Mandalay,Normal,Male,Fashion accessories,55.1,1,1.62,32.4,2023-01-29,8:16,Cash,30.78,3.16,1.62015,4.8
981-63-5532,B,Yangon,Member,Male,Electronic accessories,55.1,7,29.16,583.18,2023-04-20,19:36,Ewallet,554.02,4.74,29.158800000000003,4.8
500-51-1353,C,Naypyitaw,Normal,Male,Sports and travel,55.1,1,3.47,69.43,2023-06-09,18:16,Ewallet,65.96,3.68,3.4716000000000005,4.8
908-92-8728,C,Mandalay,Normal,Male,Fashion accessories,55.1,1,1.62,32.4,2023-06-13,10:18,Credit card,30.78,3.16,1.62015,4.8
840-94-7013,C,Yangon,Normal,Female,Health and beauty,55.1,5,19.09,381.85,2023-09-13,19:49,Ewallet,362.76,5.79,19.092700000000004,4.8
170-71-9025,C,Yangon,Normal,Male,Home and lifestyle,55.1,9,46.86,937.26,2023-11-05,14:11,Cash,890.4,6.84,46.863,4.8
838-23-4202,A,Yangon,Member,Female,Home and lifestyle,55.1,6,31.24,624.84,2023-11-10,14:37,Credit card,593.6,6.84,31.242000000000004,4.8
507-31-7700,A,Yangon,Normal,Male,Electronic accessories,55.1,3,12.5,249.92,2023-07-14,13:32,Credit card,237.43,4.74,12.496200000000002,4.8
623-51-6155,C,Naypyitaw,Normal,Male,Sports and travel,55.1,3,10.41,208.27,2023-10-17,12:35,Cash,197.86,3.68,10.4136,4.8
443-47-1287,B,Naypyitaw,Member,Female,Sports and travel,55.1,7,24.3,485.98,2023-01-25,17:21,Credit card,461.68,3.68,24.298800000000004,4.8
343-78-2108,A,Mandalay,Normal,Male,Sports and travel,55.1,6,11.11,222.16,2023-02-15,8:48,Credit card,211.05,3.68,11.108,4.8
919-95-6255,C,Mandalay,Member,Male,Fashion accessories,55.1,9,14.58,291.59,2023-07-22,11:45,Credit card,277.01,3.16,14.5796,4.8
387-19-4452,A,Mandalay,Normal,Male,Electronic accessories,55.1,6,16.66,333.24,2023-05-09,15:20,Credit card,316.58,4.74,16.662,4.8
823-32-5403,A,Yangon,Member,Male,Sports and travel,55.1,5,13.89,277.71,2023-01-11,10:53,Cash,263.83,3.68,13.8856,4.8
307-29-4887,B,Yangon,Normal,Female,Fashion accessories,55.1,7,17.01,340.19,2023-01-16,20:07,Cash,323.18,3.16,17.0093,4.8
647-46-3109,C,Naypyitaw,Member,Female,Home and lifestyle,55.1,1,6.51,130.18,2023-01-21,15:40,Credit card,123.68,6.84,6.509250000000001,4.8
359-53-8613,C,Yangon,Normal,Male,Health and beauty,55.1,7,26.73,534.58,2023-12-29,19:16,Credit card,507.85,5.79,26.728900000000007,4.8
904-27-6481,B,Yangon,Normal,Male,Fashion accessories,55.1,3,7.29,145.79,2023-08-13,9:46,Cash,138.5,3.16,7.2894499999999995,4.8
606-74-9086,B,Yangon,Member,Male,Home and lifestyle,55.1,9,46.86,937.26,2023-08-13,9:17,Cash,890.4,6.84,46.863,4.8
260-37-9052,C,Mandalay,Member,Female,Home and lifestyle,55.1,6,20.83,416.55,2023-02-13,8:33,Cash,395.72,6.84,20.8275,4.8
472-51-6533,C,Mandalay,Member,Female,Health and beauty,55.1,9,22.91,458.22,2023-02-06,19:08,Credit card,435.31,5.79,22.910800000000005,4.8
103-69-9412,B,Naypyitaw,Member,Female,Home and lifestyle,55.1,5,32.54,650.88,2023-06-09,14:23,Credit card,618.34,6.84,32.544000000000004,4.8
540-31-2019,A,Yangon,Normal,Female,Electronic accessories,55.1,7,29.16,583.18,2023-03-24,17:57,Ewallet,554.02,4.74,29.158800000000003,4.8
937-18-9083,A,Yangon,Normal,Male,Health and beauty,55.1,4,15.27,305.47,2023-01-11,17:04,Cash,290.2,5.79,15.273500000000002,4.8
319-71-7915,B,Naypyitaw,Member,Male,Home and lifestyle,55.1,7,45.56,911.2,2023-03-29,16:19,Credit card,865.64,6.84,45.56025,4.8
610-27-5549,A,Yangon,Normal,Male,Food and beverages,55.1,1,6.94,138.86,2023-02-24,11:05,Cash,131.92,7.37,6.943000000000001,4.8
971-23-4787,B,Yangon,Member,Female,Fashion accessories,55.1,7,17.01,340.19,2023-02-18,15:36,Credit card,323.18,3.16,17.0093,4.8
295-53-3417,A,Mandalay,Member,Male,Home and lifestyle,55.1,8,27.77,555.4,2023-10-20,18:11,Cash,527.63,6.84,27.77025,4.8
197-29-3524,A,Naypyitaw,Normal,Female,Electronic accessories,55.1,5,26.04,520.7,2023-12-16,13:19,Credit card,494.67,4.74,26.0352,4.8
141-26-1036,C,Naypyitaw,Normal,Female,Sports and travel,55.1,2,6.94,138.85,2023-06-04,8:03,Ewallet,131.91,3.68,6.942400000000001,4.8
706-17-1779,C,Naypyitaw,Normal,Male,Home and lifestyle,55.1,5,32.54,650.88,2023-10-12,10:05,Ewallet,618.34,6.84,32.544000000000004,4.8
885-17-2944,A,Naypyitaw,Normal,Male,Sports and travel,55.1,6,20.83,416.55,2023-09-25,14:03,Cash,395.72,3.68,20.827600000000004,4.8
662-65-1661,A,Mandalay,Normal,Male,Food and beverages,55.1,2,9.26,185.14,2023-02-04,18:48,Credit card,175.88,7.37,9.257,4.8
672-69-2636,C,Mandalay,Normal,Female,Home and lifestyle,55.1,6,20.83,416.55,2023-10-24,14:27,Credit card,395.72,6.84,20.8275,4.8
291-63-3690,C,Yangon,Normal,Female,Health and beauty,55.1,6,22.91,458.22,2023-10-29,14:52,Cash,435.31,5.79,22.910800000000005,4.8
708-90-6889,C,Yangon,Member,Male,Sports and travel,55.1,1,2.78,55.54,2023-12-18,8:20,Credit card,52.77,3.68,2.7772000000000006,4.8
176-12-3601,B,Yangon,Member,Male,Food and beverages,55.1,1,6.94,138.86,2023-11-07,15:40,Cash,131.92,7.37,6.943000000000001,4.8
724-54-4943,A,Yangon,Member,Female,Health and beauty,55.1,3,11.45,229.1,2023-08-22,12:07,Credit card,217.64,5.79,11.454850000000002,4.8
167-11-5644,C,Mandalay,Member,Male,Health and beauty,55.1,3,7.64,152.74,2023-07-20,11:29,Cash,145.1,5.79,7.636750000000001,4.8
545-73-6784,A,Naypyitaw,Member,Female,Health and beauty,55.1,4,19.09,381.84,2023-01-30,15:03,Credit card,362.75,5.79,19.09215,4.8
956-63-3249,B,Mandalay,Normal,Female,Health and beauty,55.1,2,5.09,101.83,2023-02-09,10:27,Cash,96.74,5.79,5.09135,4.8
219-59-5554,B,Yangon,Member,Male,Home and lifestyle,55.1,9,46.86,937.26,2023-05-02,17:38,Credit card,890.4,6.84,46.863,4.8
775-94-8906,C,Mandalay,Member,Male,Fashion accessories,55.1,7,11.34,226.79,2023-10-03,10:09,Ewallet,215.45,3.16,11.339300000000001,4.8
701-76-3767,B,Naypyitaw,Member,Male,Home and lifestyle,55.1,7,45.56,911.2,2023-12-02,19:20,Credit card,865.64,6.84,45.56025,4.8
893-84-8116,A,Naypyitaw,Member,Male,Home and lifestyle,55.1,6,39.05,781.04,2023-03-03,20:45,Cash,741.98,6.84,39.051750000000006,4.8
930-24-1304,C,Mandalay,Member,Female,Food and beverages,55.1,3,13.88,277.7,2023-05-22,9:04,Ewallet,263.82,7.37,13.885,4.8
548-14-9429,A,Mandalay,Member,Female,Food and beverages,55.1,6,27.77,555.4,2023-08-27,12:45,Credit card,527.63,7.37,27.77,4.8
202-57-6504,A,Mandalay,Member,Female,Fashion accessories,55.1,8,12.96,259.19,2023-07-03,11:29,Ewallet,246.23,3.16,12.959449999999999,4.8
541-46-5868,B,Yangon,Normal,Male,Food and beverages,55.1,8,55.54,1110.82,2023-09-15,18:08,Credit card,1055.28,7.37,55.541,4.8
586-18-1650,B,Mandalay,Normal,Female,Electronic accessories,55.1,9,24.99,499.87,2023-02-15,18:47,Ewallet,474.88,4.74,24.9936,4.8
602-33-2413,B,Mandalay,Member,Male,Fashion accessories,55.1,1,1.62,32.4,2023-11-29,13:12,Cash,30.78,3.16,1.62015,4.8
172-62-3332,B,Mandalay,Normal,Male,Food and beverages,55.1,1,4.63,92.58,2023-01-18,17:10,Credit card,87.95,7.37,4.6290000000000004,4.8
938-27-2353,B,Naypyitaw,Normal,Male,Fashion accessories,55.1,3,9.11,182.24,2023-01-05,18:46,Credit card,173.13,3.16,9.111899999999999,4.8
860-41-4736,C,Naypyitaw,Normal,Male,Home and lifestyle,55.1,3,19.53,390.51,2023-04-10,12:59,Cash,370.98,6.84,19.5255,4.8
679-91-3429,A,Yangon,Normal,Male,Home and lifestyle,55.1,8,41.66,833.12,2023-07-31,9:23,Ewallet,791.46,6.84,41.655750000000005,4.8
996-44-2849,A,Yangon,Member,Male,Fashion accessories,55.1,1,2.43,48.6,2023-07-31,9:33,Cash,46.17,3.16,2.43005,4.8
894-48-8576,A,Naypyitaw,Normal,Female,Electronic accessories,55.1,2,10.41,208.27,2023-12-04,8:22,Cash,197.86,4.74,10.4136,4.8
197-74-8601,A,Naypyitaw,Normal,Male,Electronic accessories,55.1,2,10.41,208.27,2023-02-03,11:31,Ewallet,197.86,4.74,10.4136,4.8
728-22-2248,B,Naypyitaw,Normal,Female,Fashion accessories,55.1,3,9.11,182.24,2023-10-10,13:46,Cash,173.13,3.16,9.111899999999999,4.8
889-61-9130,A,Mandalay,Member,Female,Food and beverages,55.1,6,27.77,555.4,2023-04-28,11:12,Credit card,527.63,7.37,27.77,4.8
835-10-6099,C,Mandalay,Member,Male,Sports and travel,55.1,1,1.85,37.03,2023-04-19,19:57,Credit card,35.18,3.68,1.8516000000000004,4.8
373-89-1060,C,Naypyitaw,Member,Male,Electronic accessories,55.1,2,10.41,208.27,2023-04-18,15:41,Credit card,197.86,4.74,10.4136,4.8
620-37-7359,A,Mandalay,Member,Male,Health and beauty,55.1,1,2.55,50.92,2023-04-30,10:34,Cash,48.37,5.79,2.5459500000000004,4.8
322-85-1120,A,Mandalay,Member,Female,Home and lifestyle,55.1,5,17.36,347.13,2023-01-20,16:11,Credit card,329.77,6.84,17.3565,4.8
830-91-5984,C,Yangon,Member,Male,Fashion accessories,55.1,7,17.01,340.19,2023-08-18,17:39,Credit card,323.18,3.16,17.0093,4.8
777-53-2303,C,Naypyitaw,Member,Female,Health and beauty,55.1,8,38.18,763.69,2023-11-08,12:16,Credit card,725.5,5.79,38.1843,4.8
735-94-9740,B,Naypyitaw,Normal,Male,Fashion accessories,55.1,1,3.04,60.75,2023-01-16,8:12,Credit card,57.72,3.16,3.03765,4.8
671-70-1489,C,Mandalay,Normal,Male,Home and lifestyle,55.1,7,24.3,485.97,2023-05-22,9:03,Credit card,461.67,6.84,24.298500000000004,4.8
674-78-5073,B,Naypyitaw,Normal,Female,Home and lifestyle,55.1,5,32.54,650.88,2023-10-17,17:36,Credit card,618.34,6.84,32.544000000000004,4.8
316-88-4720,B,Yangon,Member,Female,Electronic accessories,55.1,1,4.17,83.32,2023-02-19,10:08,Cash,79.15,4.74,4.1658,4.8
717-30-1519,B,Yangon,Member,Male,Electronic accessories,55.1,3,12.5,249.92,2023-07-29,9:12,Credit card,237.43,4.74,12.496200000000002,4.8
642-47-4148,B,Yangon,Member,Female,Health and beauty,55.1,7,26.73,534.58,2023-02-15,18:46,Credit card,507.85,5.79,26.728900000000007,4.8
726-11-4657,B,Naypyitaw,Member,Female,Fashion accessories,55.1,1,3.04,60.75,2023-04-20,8:13,Ewallet,57.72,3.16,3.03765,4.8
947-52-5314,A,Naypyitaw,Member,Female,Home and lifestyle,55.1,7,45.56,911.2,2023-01-12,11:19,Cash,865.64,6.84,45.56025,4.8
628-44-3726,C,Naypyitaw,Normal,Female,Health and beauty,55.1,5,23.87,477.31,2023-09-21,12:16,Cash,453.45,5.79,23.865600000000004,4.8
985-54-6414,B,Naypyitaw,Normal,Female,Sports and travel,55.1,1,3.47,69.43,2023-02-24,8:08,Cash,65.96,3.68,3.4716000000000005,4.8
431-62-1773,C,Naypyitaw,Member,Male,Health and beauty,55.1,1,4.77,95.47,2023-08-11,15:09,Cash,90.7,5.79,4.77345,4.8
153-57-7261,C,Yangon,Member,Male,Food and beverages,55.1,1,6.94,138.86,2023-08-07,11:58,Credit card,131.92,7.37,6.943000000000001,4.8
770-91-6363,B,Mandalay,Member,Female,Health and beauty,55.1,9,22.91,458.22,2023-01-31,15:17,Credit card,435.31,5.79,22.910800000000005,4.8
364-44-1291,A,Yangon,Member,Male,Food and beverages,55.1,3,20.83,416.54,2023-11-25,11:39,Ewallet,395.71,7.37,20.827,4.8
402-70-3484,B,Naypyitaw,Normal,Male,Food and beverages,55.1,5,43.39,867.84,2023-04-28,18:22,Ewallet,824.45,7.37,43.392,4.8
134-46-9365,A,Yangon,Member,Female,Food and beverages,55.1,9,62.48,1249.68,2023-04-08,10:40,Cash,1187.2,7.37,62.48400000000001,4.8
218-49-4984,C,Naypyitaw,Member,Male,Sports and travel,55.1,6,20.83,416.55,2023-05-10,18:48,Ewallet,395.72,3.68,20.827600000000004,4.8
731-21-6941,A,Naypyitaw,Member,Female,Health and beauty,55.1,9,42.96,859.16,2023-10-19,13:02,Ewallet,816.2,5.79,42.957750000000004,4.8
732-93-6575,A,Yangon,Member,Female,Health and beauty,55.1,8,30.55,610.95,2023-05-12,15:23,Cash,580.4,5.79,30.54755,4.8
306-88-2464,A,Naypyitaw,Normal,Male,Sports and travel,55.1,8,27.77,555.41,2023-11-17,12:46,Cash,527.64,3.68,27.770400000000002,4.8
479-99-6671,C,Mandalay,Member,Female,Home and lifestyle,55.1,1,3.47,69.44,2023-04-12,18:47,Ewallet,65.96,6.84,3.47175,4.8
551-23-9155,C,Naypyitaw,Member,Female,Electronic accessories,55.1,9,46.86,937.26,2023-02-22,16:40,Credit card,890.4,4.74,46.863,4.8
408-64-5279,A,Mandalay,Normal,Female,Health and beauty,55.1,6,15.27,305.47,2023-03-10,12:39,Ewallet,290.2,5.79,15.273500000000002,4.8
772-77-5014,A,Mandalay,Normal,Female,Electronic accessories,55.1,9,24.99,499.87,2023-10-24,15:11,Ewallet,474.88,4.74,24.9936,4.8
320-53-8133,B,Naypyitaw,Normal,Female,Fashion accessories,55.1,3,9.11,182.24,2023-10-15,16:52,Credit card,173.13,3.16,9.111899999999999,4.8
733-21-1344,A,Yangon,Member,Male,Fashion accessories,55.1,3,7.29,145.79,2023-12-28,9:09,Credit card,138.5,3.16,7.2894499999999995,4.8
473-22-2506,B,Mandalay,Member,Male,Sports and travel,55.1,6,11.11,222.16,2023-07-26,10:40,Cash,211.05,3.68,11.108,4.8
530-79-9742,A,Yangon,Normal,Female,Fashion accessories,55.1,9,21.87,437.39,2023-05-20,16:27,Cash,415.52,3.16,21.8694,4.8
842-66-8255,B,Mandalay,Normal,Female,Fashion accessories,55.1,7,11.34,226.79,2023-09-16,18:56,Ewallet,215.45,3.16,11.339300000000001,4.8
834-11-2325,C,Naypyitaw,Normal,Male,Home and lifestyle,55.1,3,19.53,390.51,2023-04-24,20:38,Credit card,370.98,6.84,19.5255,4.8
455-80-3290,A,Naypyitaw,Normal,Female,Home and lifestyle,55.1,3,19.53,390.51,2023-01-09,11:59,Cash,370.98,6.84,19.5255,4.8
743-76-2240,A,Mandalay,Normal,Male,Home and lifestyle,55.1,2,6.94,138.85,2023-11-14,17:51,Ewallet,131.91,6.84,6.94275,4.8
709-99-3879,A,Naypyitaw,Normal,Female,Fashion accessories,55.1,9,27.34,546.73,2023-11-11,18:18,Credit card,519.4,3.16,27.336749999999995,4.8
194-58-5072,A,Mandalay,Member,Female,Sports and travel,55.1,3,5.55,111.08,2023-03-25,14:35,Ewallet,105.53,3.68,5.554,4.8
895-50-6980,B,Naypyitaw,Member,Female,Food and beverages,55.1,5,43.39,867.84,2023-07-05,17:50,Cash,824.45,7.37,43.392,4.8
441-22-6916,A,Yangon,Member,Female,Food and beverages,55.1,9,62.48,1249.68,2023-05-22,14:43,Cash,1187.2,7.37,62.48400000000001,4.8
939-50-3220,C,Naypyitaw,Normal,Female,Electronic accessories,55.1,8,41.66,833.11,2023-11-29,17:47,Credit card,791.46,4.74,41.6556,4.8
960-11-9644,C,Yangon,Normal,Female,Food and beverages,55.1,2,13.88,277.7,2023-09-27,16:17,Ewallet,263.82,7.37,13.885,4.8
321-96-8858,A,Naypyitaw,Normal,Female,Food and beverages,55.1,3,26.03,520.68,2023-05-30,12:12,Credit card,494.65,7.37,26.034,4.8
167-28-2896,C,Yangon,Normal,Male,Home and lifestyle,55.1,2,10.41,208.27,2023-08-29,16:33,Cash,197.86,6.84,10.41375,4.8
558-36-6428,A,Naypyitaw,Normal,Male,Home and lifestyle,55.1,8,52.07,1041.39,2023-02-01,10:05,Cash,989.32,6.84,52.0695,4.8
632-78-6571,A,Yangon,Normal,Male,Fashion accessories,55.1,6,14.58,291.59,2023-11-08,16:47,Ewallet,277.01,3.16,14.5796,4.8
